Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
41.71.1.3(49),False,True,True,360363,,Drawings and Prints,1941,Print Ornament & Architecture,"Plan of the Mausoleum of Caecilia Metella, wife of the Triumvir Marcus Crassus...,  from Le Antichità Romane (Roman Antiquities), tome 3, tavola 49",,,,,"Le Antichità Romane, tome 3",1622559183,Artist|Publisher," | ",Giovanni Battista Piranesi|Angelo Rotili,"Italian, Mogliano Veneto 1720–1778 Rome| "," | ","Piranesi, Giovanni Battista|Rotili, Angelo",Italian|Italian,1720      |          ,1778      |          ,|,http://vocab.getty.edu/page/ulan/500114965|,https://www.wikidata.org/wiki/Q316307|,published 1756–57,1756,1757,Etching,"Sheet: 21 1/4 x 30 5/16 in. (54 x 77 cm)
41.71.1.3(53),False,True,True,360365,,Drawings and Prints,1941,Albums Print Ornament & Architecture,"Means by which the large blocks of travertine and marble were lifted during the construction of the large Tomb of Caecilia Metella, from Le Antichità Romane (Roman Antiquities), tome 3, tavola 53",,,,,"Le Antichità Romane, tome 3",1622559183,Artist|Artist," | ",Giovanni Battista Piranesi|Angelo Rotili,"Italian, Mogliano Veneto 1720–1778 Rome| "," | ","Piranesi, Giovanni Battista|Rotili, Angelo",Italian|Italian,1720      |          ,1778      |          ,|,http://vocab.getty.edu/page/ulan/500114965|,https://www.wikidata.org/wiki/Q316307|,published 1756–57,1756,1757,Etching,"Sheet: 21 1/4 x 30 5/16 in. (54 x 77 cm)
1973.509.8,False,True,True,360369,,Drawings and Prints,1973,Print Ornament & Architecture,"Chimneypiece in the Egyptian style, from Diverse Maniere d'adornare i cammini (...) (Different Ways of ornamenting chimneypieces and all other parts of houses)",,,,,"Diverse Maniere d'adornare i cammini ed ogni altra parte degli edifizi desunte all'architettura Egizia, Etrusca, e Greca con un Ragionamento apologetico in defesa dell'Architettura Egizia, e Toscana, opera del Cavaliere Giambattista Piranesi Architetto",16225,Artist," ",Giovanni Battista Piranesi,"Italian, Mogliano Veneto 1720–1778 Rome"," ","Piranesi, Giovanni Battista",Italian,1720      ,1778      ,,http://vocab.getty.edu/page/ulan/500114965,https://www.wikidata.org/wiki/Q316307,ca. 1769,1764,1774,Etching,"Sheet: 15 3/4 x 21 9/16 in. (40 x 54.7 cm)
41.71.1.13(14),False,True,True,360372,,Drawings and Prints,1941,Albums Print Ornament & Architecture,"Perspective view of the same candelabrum, from ""Vasi, candelabri, cippi, sarcofagi, tripodi, lucerne, ed ornamenti antichi disegnati ed incisi dal Cav. Gio. Batt. Piranesi, Vol. II"" (Vases, candelabra, grave stones, sarcophagi, tripods, lamps, and ornaments designed and etched by Cavalieri Giovanni Battista Piranesi)",,,,,"Vasi, candelabri, cippi, sarcofagi, tripodi, lucerne, ed ornamenti antichi disegnati ed incisi dal Cav. Gio. Batt. Piranesi, Vol. II",16225,Artist," ",Giovanni Battista Piranesi,"Italian, Mogliano Veneto 1720–1778 Rome"," ","Piranesi, Giovanni Battista",Italian,1720      ,1778      ,,http://vocab.getty.edu/page/ulan/500114965,https://www.wikidata.org/wiki/Q316307,1778–80,1778,1780,Etching,"Sheet: 19 7/8 x 28 3/4 in. (50.5 x 73 cm)
59.533.975,False,True,True,360374,,Drawings and Prints,1959,Print,Vaux-hall,,,,,,1650959050510128616621,Artist|Artist|Artist|Publisher,after| | |Published London by,Thomas Rowlandson|Robert Pollard|Francis Jukes|John Raphael Smith,"British, London 1757–1827 London|British, Newcastle-upon-Tyne 1755–1838 London|British, Hertfordshire 1747–1812 London|British, baptized Derby 1751–1812 Doncaster"," | | | ","Rowlandson, Thomas|Pollard, Robert|Jukes, Francis|Smith, John Raphael",British|British|British|British,1757      |1755      |1747      |1751      ,1827      |1838      |1812      |1812      ,|||,http://vocab.getty.edu/page/ulan/500006930|http://vocab.getty.edu/page/ulan/500010094|http://vocab.getty.edu/page/ulan/500120300|http://vocab.getty.edu/page/ulan/500116497,https://www.wikidata.org/wiki/Q318584|https://www.wikidata.org/wiki/Q16858216|https://www.wikidata.org/wiki/Q5481584|https://www.wikidata.org/wiki/Q2470482,"June 28, 1785",1785,1785,Engraving and aquatint,Sheet: 21 x 30 in. (53.3 x 76.2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/360374,https://www.wikidata.org/wiki/Q97731675,,"Metropolitan Museum of Art, New York, NY",Performance|Satire|Singing|Musicians|Men|Women,http://vocab.getty.edu/page/aat/300069200|http://vocab.getty.edu/page/aat/300055934|http://vocab.getty.edu/page/aat/300264372|http://vocab.getty.edu/page/aat/300025666|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q35140|https://www.wikidata.org/wiki/Q128758|https://www.wikidata.org/wiki/Q27939|https://www.wikidata.org/wiki/Q639669|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
49.95.65,False,True,True,360436,,Drawings and Prints,1949,Print,Design for a fan,,,,,,6980,Artist," ","Anonymous, Austrian, 18th century"," "," ","Anonymous, Austrian, 18th century",Austrian,1700      ,1800      ,,,,18th century,1700,1799,Etching,Sheet: 11 1/2 x 32 13/16 in. (29.2 x 83.4 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1949",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/360436,,,"Metropolitan Museum of Art, New York, NY",Amusement Parks|Fans|Men|Women,http://vocab.getty.edu/page/aat/300000512|http://vocab.getty.edu/page/aat/300258857|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q194195|https://www.wikidata.org/wiki/Q193220|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
52.519.84(88),False,True,True,360437,,Drawings and Prints,1952,Print Ornament & Architecture,"Le Bassin d'Apollon [The Fountain of Apollo, Versailles]",,,,,,9058816408,Artist|Publisher," |Published by",Adam Perelle|Nicolas Langlois,"French, Paris 1640–1695 Paris|French, Paris 1640–1703"," |, Paris","Perelle, Adam|Langlois, Nicolas",French|French,1640      |1640      ,1695      |1703      ,|,http://vocab.getty.edu/page/ulan/500028468|http://vocab.getty.edu/page/ulan/500353941,https://www.wikidata.org/wiki/Q2823992|https://www.wikidata.org/wiki/Q37201533,1680s,1680,1689,Etching,Plate: 7 11/16 x 11 5/8 in. (19.6 x 29.6 cm),"Rogers Fund, 1952",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/360437,,,"Metropolitan Museum of Art, New York, NY",Ships|Gardens|Horses|Fountains|Carriages,http://vocab.getty.edu/page/aat/300082981|http://vocab.getty.edu/page/aat/300008090|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300006179|http://vocab.getty.edu/page/aat/300185335,https://www.wikidata.org/wiki/Q11446|https://www.wikidata.org/wiki/Q1107656|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q483453|https://www.wikidata.org/wiki/Q235356
41.71.1.16(29),False,True,True,360443,,Drawings and Prints,1941,Print,"View along the Via del Corso of the Palazzo dell'Accademia, established by Louis XIV, King of France for French students of Painting, Sculpture and Architecture..., from ""Vedute di Roma"" (Views of Rome), part I",,,,,Vedute di Roma,16225,Artist," ",Giovanni Battista Piranesi,"Italian, Mogliano Veneto 1720–1778 Rome"," ","Piranesi, Giovanni Battista",Italian,1720      ,1778      ,,http://vocab.getty.edu/page/ulan/500114965,https://www.wikidata.org/wiki/Q316307,ca. 1750–78,1750,1780,Etching; third state of five (Hind),"Sheet: 20 1/2 x 29 5/16 in. (52 x 74.5 cm)
25.19.43,False,True,True,360450,,Drawings and Prints,1925,Drawing,View of the Wilderness at Kew,,,,,,689806910,Architect|Artist," | ",Sir William Chambers|William Marlow,"British (born Sweden), Göteborg 1723–1796 London|British, Southwark, London 1740/41–1813 Twickenham, London"," | ","Chambers, William, Sir|Marlow, William","British, born Sweden|British",1723      |1740      ,1796      |1813      ,|,http://vocab.getty.edu/page/ulan/500004575|http://vocab.getty.edu/page/ulan/500015908,https://www.wikidata.org/wiki/Q455155|https://www.wikidata.org/wiki/Q3568811,1763,1763,1763,Watercolor,Sheet: 11 1/16 x 17 13/16 in. (28.1 x 45.2 cm),"Harris Brisbane Dick Fund, 1925",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/360450,,,"Metropolitan Museum of Art, New York, NY",Gardens|Pagodas,http://vocab.getty.edu/page/aat/300008090|http://vocab.getty.edu/page/aat/300004829,https://www.wikidata.org/wiki/Q1107656|https://www.wikidata.org/wiki/Q199451
25.19.38,False,True,True,360571,,Drawings and Prints,1925,Drawing,View of the Lake and the Island from the Lawn at Kew,,,,,,689806910,Architect|Artist," | ",Sir William Chambers|William Marlow,"British (born Sweden), Göteborg 1723–1796 London|British, Southwark, London 1740/41–1813 Twickenham, London"," | ","Chambers, William, Sir|Marlow, William","British, born Sweden|British",1723      |1740      ,1796      |1813      ,|,http://vocab.getty.edu/page/ulan/500004575|http://vocab.getty.edu/page/ulan/500015908,https://www.wikidata.org/wiki/Q455155|https://www.wikidata.org/wiki/Q3568811,1763,1763,1763,Watercolor,Sheet: 11 3/16 x 17 13/16 in. (28.4 x 45.2 cm),"Harris Brisbane Dick Fund, 1925",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/360571,,,"Metropolitan Museum of Art, New York, NY",Landscapes|Lakes|Boats,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300008680|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q23397|https://www.wikidata.org/wiki/Q35872
49.95.8,False,True,True,361883,,Drawings and Prints,1949,Print,"Fall of the Giants, Jupiter in the clouds overhead striking the Giants with lightning",,,,,,9083516222,Artist|Artist," |After",Girolamo Fagiuoli|Perino del Vaga (Pietro Buonaccorsi),"Italian, active Bologna, by 1539, died 1574 Bologna|Italian, Florence 1501–1547 Rome"," | ","Fagiuoli, Girolamo|Perino del Vaga (Pietro Buonaccorsi)",Italian|Italian,1539      |1501      ,1574      |1547      ,|,http://vocab.getty.edu/page/ulan/500106093|http://vocab.getty.edu/page/ulan/500000030,https://www.wikidata.org/wiki/Q19838199|https://www.wikidata.org/wiki/Q918778,ca. 1539–49,1534,1554,Engraving,Sheet (Trimmed): 13 3/8 × 22 1/2 in. (34 × 57.2 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1949",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/361883,,,"Metropolitan Museum of Art, New York, NY",Peacocks|Men|Male Nudes|Women|Jupiter,http://vocab.getty.edu/page/aat/300250082|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000166,https://www.wikidata.org/wiki/Q201251|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q4649
51.501.2593,False,True,True,361886,,Drawings and Prints,1951,Print,Annibale Carracci Introduces Painting to Apollo and Minerva,,,,,"Published in Galeria Farnesianae Icones..., 1674",908371620988686,Artist|Artist|Publisher," |After| ",Pietro Aquila|Carlo Maratti|Giovanni Giacomo De Rossi,"Italian, Marsala, Sicily 1650–1692/1700 Rome|Italian, Camerano 1625–1713 Rome|Italian, Rome 1627–1691 Rome"," | | ","Aquila, Pietro|Maratti, Carlo|Rossi, Giovanni Giacomo De",Italian|Italian|Italian,1650      |1625      |1627      ,1700      |1713      |1691      ,||,http://vocab.getty.edu/page/ulan/500018769|http://vocab.getty.edu/page/ulan/500118927|http://vocab.getty.edu/page/ulan/500353716,https://www.wikidata.org/wiki/Q2094342|https://www.wikidata.org/wiki/Q538998|https://www.wikidata.org/wiki/Q12631500,1674,1674,1674,Etching and engraving,Sheet (Trimmed to plate): 18 1/8 × 25 1/4 in. (46 × 64.1 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/361886,,,"Metropolitan Museum of Art, New York, NY",Putti|Women|Men|Apollo|Minerva,http://vocab.getty.edu/page/aat/300250465|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901000109|http://vocab.getty.edu/page/ia/901001041,https://www.wikidata.org/wiki/Q284865|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q37340|https://www.wikidata.org/wiki/Q126916
53.522.28,False,True,True,361889,,Drawings and Prints,1953,Print,Venus and Adonis,,,,,,1645409083,Artist|Artist," |After",Giorgio Ghisi|Teodoro Ghisi,"Italian, Mantua ca. 1520–1582 Mantua|Italian, 1536–1601"," | ","Ghisi, Giorgio|Ghisi, Teodoro",Italian|Italian,1515      |1536      ,1582      |1601      ,|,http://vocab.getty.edu/page/ulan/500005693|http://vocab.getty.edu/page/ulan/500006248,https://www.wikidata.org/wiki/Q1010603|https://www.wikidata.org/wiki/Q3518235,ca. 1570,1565,1575,Engraving,Sheet: 12 5/8 x 8 7/8 in. (32 x 22.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/361889,,,"Metropolitan Museum of Art, New York, NY",Cupid|Adonis|Venus|Dogs,http://vocab.getty.edu/page/aat/300380105|http://vocab.getty.edu/page/ia/901000521|http://vocab.getty.edu/page/ia/901001064|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q5011|https://www.wikidata.org/wiki/Q163920|https://www.wikidata.org/wiki/Q47652|https://www.wikidata.org/wiki/Q144
49.50.208,False,True,True,361892,,Drawings and Prints,1949,Print,"Hercules defeating the river god Acheolus in the form of a bull, with three women to his left holding cornucopias, from ""Herculean Subjects""",,,,,Herculean Subjects,16174316187,Artist|Artist," |After",Giovanni Jacopo Caraglio|Rosso Fiorentino,"Italian, Parma or Verona ca. 1500/1505–1565 Krakow (?)|Italian, Florence 1494–1540 Fontainebleau"," | ","Caraglio, Giovanni Jacopo|Fiorentino, Rosso",Italian|Italian,1500      |1494      ,1565      |1540      ,|,http://vocab.getty.edu/page/ulan/500025904|http://vocab.getty.edu/page/ulan/500014451,https://www.wikidata.org/wiki/Q705640|https://www.wikidata.org/wiki/Q312617,ca. 1526–27,1521,1532,Engraving,Sheet (trimmed to platemark): 8 3/8 × 6 15/16 in. (21.3 × 17.7 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1949",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/361892,,,"Metropolitan Museum of Art, New York, NY",Female Nudes|Hercules|Bulls,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/ia/901000042|http://vocab.getty.edu/page/aat/300250117,https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q122248|https://www.wikidata.org/wiki/Q693690
49.97.328,False,True,True,361902,,Drawings and Prints,1949,Print,"Jupiter tumbling from a horse-drawn carriage at right, Ganymede riding Jupiter's eagle upper center, below Venus and to her right, the three Graces",,,,,,16528616229,Artist|Artist," |After",Master of the Die|Raphael (Raffaello Sanzio or Santi),"Italian, active Rome, ca. 1530–60|Italian, Urbino 1483–1520 Rome"," | ",Master of the Die|Raphael (Raffaello Sanzio or Santi),Italian|Italian,1525      |1483      ,1560      |1520      ,|,http://vocab.getty.edu/page/ulan/500010595|http://vocab.getty.edu/page/ulan/500023578,https://www.wikidata.org/wiki/Q373963|https://www.wikidata.org/wiki/Q5597,1530–60,1530,1560,Engraving,sheet: 7 1/2 x 8 11/16 in. (19 x 22 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1949",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/361902,https://www.wikidata.org/wiki/Q97326733,,"Metropolitan Museum of Art, New York, NY",Cupid|Eagles|Female Nudes|Jupiter|Venus|Horses,http://vocab.getty.edu/page/aat/300380105|http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/ia/901000166|http://vocab.getty.edu/page/ia/901001064|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q5011|https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q4649|https://www.wikidata.org/wiki/Q47652|https://www.wikidata.org/wiki/Q726
53.600.4450,False,True,True,361906,,Drawings and Prints,1953,Print,The Trojans pulling the wooden horse into the city,,,,,,7812016227,Artist|Artist," |After",Giulio Bonasone|Francesco Primaticcio,"Italian, active Rome and Bologna, 1531–after 1576|Italian, Bologna 1504/5–1570 Paris"," | ","Bonasone, Giulio|Primaticcio, Francesco",Italian|Italian,1510      |1504      ,1576      |1570      ,|,http://vocab.getty.edu/page/ulan/500004569|http://vocab.getty.edu/page/ulan/500000613,https://www.wikidata.org/wiki/Q1527962|https://www.wikidata.org/wiki/Q333366,1545,1545,1545,Engraving,Sheet (Trimmed): 16 in. × 25 1/8 in. (40.7 × 63.8 cm),"Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/361906,,,"Metropolitan Museum of Art, New York, NY",Soldiers|Trojan War|Men|Horses,http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/ia/901000351|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q42937|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q726
17.50.2,False,True,True,361919,,Drawings and Prints,1917,Print,Fall of the Giants,,,,,,9084116230,Artist|Artist," |After",Bartolomeo Coriolano|Guido Reni,"Italian, Bologna ca. 1599–ca. 1676 Bologna (?)|Italian, Bologna 1575–1642 Bologna"," | ","Coriolano, Bartolomeo|Reni, Guido",Italian|Italian,1599      |1575      ,1676      |1642      ,|,http://vocab.getty.edu/page/ulan/500014634|http://vocab.getty.edu/page/ulan/500030334,https://www.wikidata.org/wiki/Q4865508|https://www.wikidata.org/wiki/Q109061,1638,1638,1638,"Chiaroscuro woodcut from three blocks, printed on four sheets",Sheet: 34 9/16 × 24 5/8 in. (87.8 × 62.5 cm),"Purchase, Joseph Pulitzer Bequest, 1917",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/361919,,,"Metropolitan Museum of Art, New York, NY",Male Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446
37.45.3(38),False,True,True,361994,,Drawings and Prints,1937,Print,"The Skeletons, from ""Grotteschi"" (Grotesques)",,,,,Grotteschi (Grotesques),16225510521,Artist|Publisher," | ",Giovanni Battista Piranesi|Giovanni Bouchard,"Italian, Mogliano Veneto 1720–1778 Rome|French, ca. 1716–1795"," | ","Piranesi, Giovanni Battista|Bouchard, Giovanni",Italian|Italian,1720      |1700      ,1778      |1795      ,|,http://vocab.getty.edu/page/ulan/500114965|,https://www.wikidata.org/wiki/Q316307|,ca. 1748,1743,1753,"Etching with engraving, drypoint, and burnishing; second state of five (Robison)","Sheet: 19 1/2 x 25 3/16 in. (49.5 x 64 cm)
51.501.7125,False,True,True,362092,,Drawings and Prints,1951,Print,Martyrdom of Saint Lawrence,,,,,,6964816235010192,Artist|Artist|Dedicatee," |After| ",Lucas Vorsterman I|Peter Paul Rubens|Lawrence Beyerlinck,"Flemish, Zaltbommel 1595–1675 Antwerp|Flemish, Siegen 1577–1640 Antwerp| "," | | ","Vosterman, Lucas I|Rubens, Peter Paul|Beyerlinck, Lawrence",Flemish|Flemish|Flemish?,1595      |1577      |          ,1675      |1640      |          ,||,http://vocab.getty.edu/page/ulan/500014123|http://vocab.getty.edu/page/ulan/500002921|,https://www.wikidata.org/wiki/Q897552|https://www.wikidata.org/wiki/Q5599|,1621,1621,1621,Engraving; second state of two (Hollstein),Sheet (Trimmed): 15 3/8 × 10 7/8 in. (39 × 27.6 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/362092,,,"Metropolitan Museum of Art, New York, NY",Fire|Men|Horses|Saint Lawrence,http://vocab.getty.edu/page/aat/300417275|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/ia/901001055,https://www.wikidata.org/wiki/Q3196|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q17590
41.71.1.7(28),False,True,True,362171,,Drawings and Prints,1941,Print,"Various Roman Ionic capitals compared with Greek examples from Le Roy [S. Maria in Trastevere, S. Paoplo fuori le Mura, S. Clemente, etc.], from Della Magnificenza e d'Architettura de'Romani (On the Grandeur and the Architecture of the Romans by Gio. Battista Piranesi, Fellow of the Royal Society of Antiquaries of London), tab. 20",,,,,Della Magnificenza e d'Architettura de'Romani,16225,Artist," ",Giovanni Battista Piranesi,"Italian, Mogliano Veneto 1720–1778 Rome"," ","Piranesi, Giovanni Battista",Italian,1720      ,1778      ,,http://vocab.getty.edu/page/ulan/500114965,https://www.wikidata.org/wiki/Q316307,mid-18th century,1735,1778,Etching,"Plate: 15 3/4 x 23 9/16 in. (40 x 59.8 cm)
2003.476,False,True,True,363263,,Drawings and Prints,2003,Album,"Album with Twelve Engravings of The Passion, a Woodcut of Christ as the Man of Sorrows, and a Metalcut of St. Jerome in Penitence",,,,,,164111723999226,Artist|Artist|Artist," | | ","Israhel van Meckenem|Anonymous, German, Cologne, 15th century|Anonymous, Netherlandish, 15th century","German, Meckenem ca. 1440/45–1503 Bocholt| | "," | | ","Meckenem, Israhel van|Anonymous, German, Cologne, 15th century|Anonymous, Netherlandish, 15th century",German|German|Netherlandish,1435      |1400      |1400      ,1503      |1500      |1500      ,||,http://vocab.getty.edu/page/ulan/500009306||,||,late 15th century,1480,1500,"Engravings, two touched with gold;  woodcut, hand-colored; metalcut, hand-colored; manuscript in dark brown ink with red, and blue initials and flourishes; bound in blind-stamped leather.",Overall: 10 1/4 x 8 1/16 x 1/2 in. (26 x 20.4 x 1.3 cm),"Purchase, Joseph Pulitzer Bequest and 2002 Benefit Fund; and The Chester Dale Collection, Bequest of Chester Dale, Gifts of Bessie Potter Vonnoh, Henry Walters and Anonymous, and other gifts, bequests, and funds, by exchange, 2003",,,,,,,,,,,,Albums,,http://www.metmuseum.org/art/collection/search/363263,,,"Metropolitan Museum of Art, New York, NY",Sadness|Cross|Christ,http://vocab.getty.edu/page/aat/300055166|http://vocab.getty.edu/page/aat/300235443|http://vocab.getty.edu/page/ia/901000087,https://www.wikidata.org/wiki/Q169251|https://www.wikidata.org/wiki/Q40843|https://www.wikidata.org/wiki/Q642420
